Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP00996,2024-10-28,2024-11-14,North Zone,Road Damage,Public Works Dept,Low,1,Resolved,17.0,1.6,October,Q4,44
CMP00997,2024-12-04,,Central Zone,Road Damage,Public Works Dept,High,3,In Progress,,2.2,December,Q4,49
CMP00998,2024-04-11,2024-04-18,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,7.0,3.1,April,Q2,15
CMP00999,2024-08-05,2024-08-11,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,6.0,3.7,August,Q3,32
CMP01000,2024-02-28,2024-03-02,East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.4,February,Q1,9
CMP01001,2024-10-05,,South-West Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,1.7,October,Q4,40
CMP01002,2024-04-25,,South Zone,Water Supply,Water Supply Dept,Low,1,Pending,,1.1,April,Q2,17
CMP01003,2024-11-27,,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.9,November,Q4,48
CMP01004,2024-03-17,2024-03-27,East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,10.0,2.7,March,Q1,11
CMP01005,2024-05-16,2024-05-22,East Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,3.4,May,Q2,20
CMP01006,2024-03-13,2024-03-14,North-East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,1.0,4.0,March,Q1,11
CMP01007,2024-02-06,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,February,Q1,6
CMP01008,2024-01-31,2024-02-04,North Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,4.4,January,Q1,5
CMP01009,2024-03-25,2024-04-04,North-East Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,2.9,March,Q1,13
CMP01010,2024-06-06,,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,1.7,June,Q2,23
CMP01011,2024-10-31,,North Zone,Road Damage,Public Works Dept,Low,1,Pending,,2.0,October,Q4,44
CMP01012,2024-10-18,2024-10-24,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,6.0,3.9,October,Q4,42
CMP01013,2024-05-27,2024-06-16,North-East Zone,Road Damage,Public Works Dept,Low,1,Resolved,20.0,2.8,May,Q2,22
CMP01014,2024-08-12,2024-08-27,East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,15.0,3.0,August,Q3,33
CMP01015,2024-03-04,2024-03-10,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,4.5,March,Q1,10
CMP01016,2024-08-27,2024-09-02,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,3.4,August,Q3,35
CMP01017,2024-12-18,2024-12-26,North-East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,2.3,December,Q4,51
CMP01018,2024-06-04,,Industrial Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,1.4,June,Q2,23
CMP01019,2024-12-24,2025-01-03,North-East Zone,Public Safety,Police Dept,Low,1,Resolved,10.0,2.8,December,Q4,52
CMP01020,2024-07-25,,Central Zone,Public Safety,Police Dept,Medium,2,Pending,,1.5,July,Q3,30
CMP01021,2024-05-19,,South Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.7,May,Q2,20
CMP01022,2024-09-13,2024-09-19,West Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,3.4,September,Q3,37
CMP01023,2024-10-03,2024-10-12,North Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,2.8,October,Q4,40
CMP01024,2024-09-09,2024-09-18,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,9.0,2.0,September,Q3,37
CMP01025,2024-08-12,2024-08-13,Industrial Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.5,August,Q3,33
CMP01026,2024-02-11,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.5,February,Q1,6
CMP01027,2024-11-02,,East Zone,Public Safety,Police Dept,High,3,Pending,,2.0,November,Q4,44
CMP01028,2024-01-21,2024-01-27,Industrial Zone,Public Safety,Police Dept,Low,1,Resolved,6.0,3.8,January,Q1,3
CMP01029,2024-08-09,2024-08-21,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,12.0,2.8,August,Q3,32
CMP01030,2024-06-14,2024-06-27,East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,13.0,1.7,June,Q2,24
CMP01031,2024-11-05,2024-11-09,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,4.1,November,Q4,45
CMP01032,2024-05-08,2024-05-14,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,6.0,3.3,May,Q2,19
CMP01033,2024-01-14,2024-01-18,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,3.0,January,Q1,2
CMP01034,2024-02-16,2024-02-20,East Zone,Road Damage,Public Works Dept,High,3,Resolved,4.0,4.3,February,Q1,7
CMP01035,2024-04-27,,South-West Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,1.8,April,Q2,17
CMP01036,2024-12-11,,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.7,December,Q4,50
CMP01037,2024-10-21,2024-10-29,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,1.9,October,Q4,43
CMP01038,2024-10-27,,East Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,2.1,October,Q4,43
CMP01039,2024-01-11,,North Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.0,January,Q1,2
CMP01040,2024-12-10,,South-West Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,1.1,December,Q4,50
CMP01041,2024-05-17,2024-05-29,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,12.0,3.2,May,Q2,20
CMP01042,2024-10-22,2024-10-27,North-East Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,5.0,3.5,October,Q4,43
CMP01043,2024-01-21,,Industrial Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.0,January,Q1,3
CMP01044,2024-03-30,,East Zone,Road Damage,Public Works Dept,Low,1,Pending,,2.2,March,Q1,13
CMP01045,2024-08-28,2024-09-02,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,5.0,3.3,August,Q3,35
CMP01046,2024-09-22,2024-09-25,Industrial Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.1,September,Q3,38
CMP01047,2024-11-29,2024-12-07,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,8.0,2.0,November,Q4,48
CMP01048,2024-08-14,2024-08-24,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,2.1,August,Q3,33
CMP01049,2024-05-22,,East Zone,Street Light Failure,Electricity Dept,Low,1,Pending,,1.5,May,Q2,21
CMP01050,2024-04-02,2024-04-06,North Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,4.0,4.1,April,Q2,14
CMP01051,2024-10-26,2024-10-31,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,3.7,October,Q4,43
CMP01052,2024-08-11,2024-08-23,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,12.0,2.9,August,Q3,32
CMP01053,2024-11-21,2024-12-02,Central Zone,Public Safety,Police Dept,Low,1,Resolved,11.0,3.4,November,Q4,47
CMP01054,2024-09-08,,East Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,1.3,September,Q3,36
CMP01055,2024-02-16,,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,2.0,February,Q1,7
CMP01056,2024-08-28,,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.5,August,Q3,35
CMP01057,2024-06-27,,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.3,June,Q2,26
CMP01058,2024-07-28,,South Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.6,July,Q3,30
CMP01059,2024-06-19,,West Zone,Road Damage,Public Works Dept,High,3,Pending,,1.3,June,Q2,25
CMP01060,2024-06-13,2024-06-24,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,11.0,1.8,June,Q2,24
CMP01061,2024-12-09,2024-12-16,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,7.0,4.0,December,Q4,50
CMP01062,2024-02-23,2024-03-04,South Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,2.2,February,Q1,8
CMP01063,2024-03-23,,East Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.8,March,Q1,12
CMP01064,2024-06-17,,Central Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.7,June,Q2,25
CMP01065,2024-07-29,,North Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.9,July,Q3,31
CMP01066,2024-12-21,2025-01-09,South Zone,Public Safety,Police Dept,Low,1,Resolved,19.0,2.3,December,Q4,51
CMP01067,2024-09-10,2024-09-17,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,7.0,4.1,September,Q3,37
CMP01068,2024-05-27,2024-06-08,South-West Zone,Public Safety,Police Dept,Low,1,Resolved,12.0,2.0,May,Q2,22
CMP01069,2024-12-05,2024-12-11,North-East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,3.4,December,Q4,49
CMP01070,2024-07-24,2024-08-03,South Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,10.0,3.4,July,Q3,30
CMP01071,2024-10-08,2024-10-17,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,9.0,3.2,October,Q4,41
CMP01072,2024-01-19,2024-01-30,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,2.2,January,Q1,3
CMP01073,2024-08-20,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.5,August,Q3,34
CMP01074,2024-02-15,2024-02-21,West Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,4.1,February,Q1,7
CMP01075,2024-06-10,,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.2,June,Q2,24
CMP01076,2024-05-09,,South Zone,Road Damage,Public Works Dept,High,3,Pending,,1.5,May,Q2,19
CMP01077,2024-06-14,,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.5,June,Q2,24
CMP01078,2024-02-29,,Central Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,1.8,February,Q1,9
CMP01079,2024-07-25,2024-07-29,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,4.1,July,Q3,30
CMP01080,2024-09-20,2024-10-02,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,12.0,1.5,September,Q3,38
CMP01081,2024-01-01,2024-01-06,North Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,5.0,4.4,January,Q1,1
CMP01082,2024-12-02,2024-12-10,East Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,1.6,December,Q4,49
CMP01083,2024-10-04,2024-10-10,West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,3.6,October,Q4,40
CMP01084,2024-08-24,2024-08-27,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,3.0,4.6,August,Q3,34
CMP01085,2024-07-30,,South-West Zone,Public Safety,Police Dept,Medium,2,In Progress,,1.2,July,Q3,31
CMP01086,2024-01-28,,Central Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.7,January,Q1,4
CMP01087,2024-04-06,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.4,April,Q2,14
CMP01088,2024-09-22,2024-09-27,North Zone,Public Safety,Police Dept,Medium,2,Resolved,5.0,4.2,September,Q3,38
CMP01089,2024-07-04,,Central Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.3,July,Q3,27
CMP01090,2024-11-14,,Central Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.0,November,Q4,46
CMP01091,2024-09-12,,South Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,1.4,September,Q3,37
CMP01092,2024-11-16,,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,2.2,November,Q4,46
CMP01093,2024-08-14,2024-08-15,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.0,August,Q3,33
CMP01094,2024-01-27,2024-02-12,East Zone,Road Damage,Public Works Dept,Low,1,Resolved,16.0,2.4,January,Q1,4
CMP01095,2024-04-14,2024-04-23,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,9.0,2.3,April,Q2,15
CMP01096,2024-05-16,2024-05-28,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,12.0,2.6,May,Q2,20
CMP01097,2024-10-08,2024-10-13,Central Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,5.0,4.1,October,Q4,41
CMP01098,2024-03-08,2024-03-12,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,4.2,March,Q1,10
CMP01099,2024-05-27,,South Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.9,May,Q2,22
CMP01100,2024-08-12,2024-08-15,Industrial Zone,Water Supply,Water Supply Dept,High,3,Resolved,3.0,4.4,August,Q3,33
CMP01101,2024-12-23,2024-12-28,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,5.0,3.4,December,Q4,52
CMP01102,2024-09-05,2024-09-16,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,1.6,September,Q3,36
CMP01103,2024-03-03,2024-03-07,North Zone,Drainage Problem,Drainage Dept,High,3,Resolved,4.0,3.2,March,Q1,9
CMP01104,2024-01-15,2024-01-21,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,4.1,January,Q1,3
CMP01105,2024-11-18,,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,2.4,November,Q4,47
CMP01106,2024-11-07,2024-11-13,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,6.0,3.9,November,Q4,45
CMP01107,2024-05-02,,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,2.4,May,Q2,18
CMP01108,2024-12-29,2025-01-18,West Zone,Road Damage,Public Works Dept,Low,1,Resolved,20.0,3.4,December,Q4,52
CMP01109,2024-03-22,,South Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,2.2,March,Q1,12
CMP01110,2024-06-08,2024-06-13,South Zone,Drainage Problem,Drainage Dept,High,3,Resolved,5.0,3.6,June,Q2,23
CMP01111,2024-10-09,2024-10-25,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,16.0,3.4,October,Q4,41
CMP01112,2024-01-08,2024-01-16,South-West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,2.9,January,Q1,2
CMP01113,2024-10-09,2024-10-14,East Zone,Drainage Problem,Drainage Dept,High,3,Resolved,5.0,3.4,October,Q4,41
CMP01114,2024-07-27,,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.5,July,Q3,30
CMP01115,2024-02-17,2024-02-26,West Zone,Public Safety,Police Dept,Low,1,Resolved,9.0,2.7,February,Q1,7
CMP01116,2024-04-25,2024-04-29,West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.1,April,Q2,17
CMP01117,2024-02-28,,South Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.1,February,Q1,9
CMP01118,2024-08-24,,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.5,August,Q3,34
CMP01119,2024-03-01,2024-03-11,South-West Zone,Public Safety,Police Dept,Medium,2,Resolved,10.0,2.6,March,Q1,9
CMP01120,2024-11-27,2024-12-15,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,18.0,2.4,November,Q4,48
CMP01121,2024-03-19,,South Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.4,March,Q1,12
CMP01122,2024-09-12,2024-09-29,South Zone,Public Safety,Police Dept,Low,1,Resolved,17.0,2.4,September,Q3,37
CMP01123,2024-05-29,,South-West Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.3,May,Q2,22
CMP01124,2024-09-17,,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,Pending,,1.1,September,Q3,38
CMP01125,2024-12-27,2025-01-03,Industrial Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,7.0,4.5,December,Q4,52
CMP01126,2024-05-19,2024-05-26,South Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,7.0,4.1,May,Q2,20
CMP01127,2024-07-31,2024-08-05,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,5.0,4.2,July,Q3,31
CMP01128,2024-09-04,2024-09-15,South Zone,Public Safety,Police Dept,Medium,2,Resolved,11.0,3.2,September,Q3,36
CMP01129,2024-08-29,2024-09-05,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,3.9,August,Q3,35
CMP01130,2024-05-04,2024-05-08,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,3.9,May,Q2,18
CMP01131,2024-08-21,,North Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.8,August,Q3,34
CMP01132,2024-10-09,,West Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,1.7,October,Q4,41
CMP01133,2024-03-15,,South-West Zone,Street Light Failure,Electricity Dept,Low,1,In Progress,,1.5,March,Q1,11
CMP01134,2024-07-15,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.8,July,Q3,29
CMP01135,2024-04-07,2024-04-15,West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,8.0,2.8,April,Q2,14
CMP01136,2024-11-02,2024-11-06,South Zone,Drainage Problem,Drainage Dept,High,3,Resolved,4.0,3.8,November,Q4,44
CMP01137,2024-09-17,2024-09-23,West Zone,Public Safety,Police Dept,Medium,2,Resolved,6.0,4.2,September,Q3,38
CMP01138,2024-03-10,,West Zone,Drainage Problem,Drainage Dept,High,3,Pending,,2.0,March,Q1,10
CMP01139,2024-02-05,2024-02-06,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.1,February,Q1,6
CMP01140,2024-05-21,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.2,May,Q2,21
CMP01141,2024-07-31,,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,2.3,July,Q3,31
CMP01142,2024-06-23,2024-07-05,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,2.9,June,Q2,25
CMP01143,2024-09-16,,Industrial Zone,Public Safety,Police Dept,Medium,2,Pending,,2.1,September,Q3,38
CMP01144,2024-05-16,,West Zone,Water Supply,Water Supply Dept,High,3,Pending,,2.4,May,Q2,20
CMP01145,2024-01-02,,East Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.5,January,Q1,1
CMP01146,2024-05-24,2024-05-29,Central Zone,Public Safety,Police Dept,High,3,Resolved,5.0,4.2,May,Q2,21
CMP01147,2024-06-01,,North-East Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.1,June,Q2,22
CMP01148,2024-10-27,,South-West Zone,Public Safety,Police Dept,Medium,2,Pending,,1.3,October,Q4,43
CMP01149,2024-10-23,2024-10-31,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,8.0,2.1,October,Q4,43
CMP01150,2024-12-03,2024-12-06,South-West Zone,Public Safety,Police Dept,Medium,2,Resolved,3.0,4.2,December,Q4,49
CMP01151,2024-09-07,2024-09-09,North Zone,Road Damage,Public Works Dept,High,3,Resolved,2.0,4.4,September,Q3,36
CMP01152,2024-03-17,,Central Zone,Public Safety,Police Dept,Low,1,Pending,,1.3,March,Q1,11
CMP01153,2024-08-16,2024-08-30,West Zone,Public Safety,Police Dept,Low,1,Resolved,14.0,3.4,August,Q3,33
CMP01154,2024-10-02,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.4,October,Q4,40
CMP01155,2024-09-04,2024-09-17,North-East Zone,Road Damage,Public Works Dept,Low,1,Resolved,13.0,2.7,September,Q3,36
CMP01156,2024-06-25,2024-07-12,South Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,17.0,3.4,June,Q2,26
CMP01157,2024-06-19,2024-06-27,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,8.0,1.8,June,Q2,25
CMP01158,2024-10-09,2024-10-16,North Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,7.0,4.0,October,Q4,41
CMP01159,2024-10-05,2024-10-10,South Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,5.0,3.6,October,Q4,40
CMP01160,2024-07-12,2024-07-19,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,7.0,4.2,July,Q3,28
CMP01161,2024-08-21,2024-08-22,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.8,August,Q3,34
CMP01162,2024-06-13,2024-06-24,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,3.2,June,Q2,24
CMP01163,2024-04-06,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.1,April,Q2,14
CMP01164,2024-12-23,2025-01-04,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,3.5,December,Q4,52
CMP01165,2024-05-02,2024-05-04,North-East Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,2.0,4.4,May,Q2,18
CMP01166,2024-10-19,2024-10-30,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,11.0,2.6,October,Q4,42
CMP01167,2024-07-15,2024-07-27,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,3.5,July,Q3,29
CMP01168,2024-04-29,,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.4,April,Q2,18
CMP01169,2024-07-29,,Industrial Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.3,July,Q3,31
CMP01170,2024-01-23,2024-02-06,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,14.0,2.2,January,Q1,4
CMP01171,2024-06-11,2024-06-15,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,4.0,3.8,June,Q2,24
CMP01172,2024-08-30,,East Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.4,August,Q3,35
CMP01173,2024-12-27,2025-01-08,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,2.2,December,Q4,52
CMP01174,2024-07-14,,West Zone,Public Safety,Police Dept,Medium,2,Pending,,1.1,July,Q3,28
CMP01175,2024-07-16,2024-07-19,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.1,July,Q3,29
CMP01176,2024-12-05,2024-12-16,East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,11.0,1.7,December,Q4,49
CMP01177,2024-11-29,,South-West Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.8,November,Q4,48
CMP01178,2024-03-18,2024-03-24,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,6.0,3.2,March,Q1,12
CMP01179,2024-09-10,2024-09-14,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,4.0,3.2,September,Q3,37
CMP01180,2024-01-19,2024-01-24,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,5.0,3.8,January,Q1,3
CMP01181,2024-03-05,2024-03-09,South Zone,Road Damage,Public Works Dept,High,3,Resolved,4.0,4.3,March,Q1,10
CMP01182,2024-09-14,2024-09-21,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,3.9,September,Q3,37
CMP01183,2024-10-29,2024-11-01,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.5,October,Q4,44
CMP01184,2024-06-18,2024-06-19,Industrial Zone,Drainage Problem,Drainage Dept,High,3,Resolved,1.0,4.7,June,Q2,25
CMP01185,2024-02-21,2024-02-29,Central Zone,Public Safety,Police Dept,Medium,2,Resolved,8.0,1.9,February,Q1,8
CMP01186,2024-08-13,2024-08-31,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,18.0,1.6,August,Q3,33
CMP01187,2024-02-21,,North-East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,2.0,February,Q1,8
CMP01188,2024-09-26,2024-10-03,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,7.0,4.2,September,Q3,39
CMP01189,2024-08-21,2024-08-27,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,3.7,August,Q3,34
CMP01190,2024-01-08,,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.3,January,Q1,2
CMP01191,2024-03-14,,South Zone,Water Supply,Water Supply Dept,Medium,2,In Progress,,2.5,March,Q1,11
CMP01192,2024-07-28,2024-08-05,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,8.0,1.8,July,Q3,30
CMP01193,2024-12-01,2024-12-08,South Zone,Water Supply,Water Supply Dept,High,3,Resolved,7.0,3.5,December,Q4,48
CMP01194,2024-03-20,2024-03-26,West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,6.0,3.3,March,Q1,12
CMP01195,2024-02-08,2024-02-17,North Zone,Public Safety,Police Dept,Low,1,Resolved,9.0,2.7,February,Q1,6
CMP01196,2024-08-28,2024-09-08,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,11.0,2.4,August,Q3,35
CMP01197,2024-05-15,2024-05-30,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,15.0,3.1,May,Q2,20
CMP01198,2024-06-22,2024-06-28,West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,6.0,4.1,June,Q2,25
CMP01199,2024-11-15,,Industrial Zone,Public Safety,Police Dept,High,3,In Progress,,2.4,November,Q4,46
CMP01200,2024-12-20,,Central Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,2.3,December,Q4,51
CMP01201,2024-07-22,2024-07-24,West Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,2.0,4.4,July,Q3,30
CMP01202,2024-11-28,,North Zone,Drainage Problem,Drainage Dept,Low,1,In Progress,,1.4,November,Q4,48
CMP01203,2024-02-11,2024-02-21,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,10.0,2.7,February,Q1,6
CMP01204,2024-06-17,2024-06-18,South Zone,Street Light Failure,Electricity Dept,High,3,Resolved,1.0,4.4,June,Q2,25
CMP01205,2024-12-11,,East Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.0,December,Q4,50
CMP01206,2024-09-30,2024-10-07,South Zone,Water Supply,Water Supply Dept,High,3,Resolved,7.0,3.5,September,Q3,40
CMP01207,2024-07-13,2024-07-18,East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,5.0,3.2,July,Q3,28
CMP01208,2024-06-11,2024-06-23,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,12.0,3.2,June,Q2,24
CMP01209,2024-11-16,2024-11-19,North-East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.6,November,Q4,46
CMP01210,2024-09-06,2024-09-14,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,8.0,3.0,September,Q3,36
CMP01211,2024-10-04,2024-10-11,Central Zone,Water Supply,Water Supply Dept,Low,1,Resolved,7.0,3.8,October,Q4,40
